id,nome,idade,sexo,"estado, renda_mensal"
4651,Maria Julia Porto,82,M,MG,8923.04
4652,Alexandre Costa,51,F,RS,3478.36
4653,Srta. Ana Sampaio,48,F,AP,6199.17
4654,Caroline Garcia,90,F,MS,6158.64
4655,Sra. Bella Peixoto,84,F,MA,4492.32
4656,Pedro Henrique Pinto,75,F,CE,3448.47
4657,Sr. Benicio da Rosa,85,F,MG,3049.39
4658,Cauê Ribeiro,66,F,RR,8812.13
4659,Calebe Ferreira,76,M,AM,7618.95
4660,Sophia Camargo,34,M,AC,7614.82
4661,Srta. Sabrina Marques,78,F,PI,8032.87
4662,José Ramos,26,M,PI,7130.17
4663,Ana Vitória Machado,29,M,RS,5074.15
4664,Carolina Rocha,50,M,RR,7514.44
4665,Pedro Miguel Peixoto,71,M,CE,4931.12
4666,Maya Nunes,21,M,ES,4870.12
4667,Dr. Vinícius Barros,68,M,SP,5765.12
4668,Heitor Leão,97,F,PB,8987.53
4669,Luiz Gustavo Azevedo,74,F,RR,4004.18
4670,Caio Mendonça,100,F,MG,6342.64
4671,Vinícius Borges,43,F,AL,1423.31
4672,Maria Liz Câmara,66,F,ES,4230.5
4673,Dr. João Gabriel Sales,35,F,PA,4664.02
4674,Benicio Silva,25,M,AC,3283.61
4675,Zoe da Mata,75,F,PA,2744.98
4676,Theo Montenegro,66,F,TO,4745.74
4677,Beatriz Machado,95,M,GO,3037.06
4678,Juliana Silveira,72,F,RR,2533.17
4679,Maria Alice Caldeira,21,M,MT,2188.43
4680,Enrico Montenegro,42,M,MG,3376.7
4681,Yan Novaes,20,M,SP,6562.91
4682,Gael Brito,41,F,PB,7557.49
4683,Valentim da Mata,24,M,AM,7262.33
4684,Apollo Mendes,51,M,RN,9511.97
4685,Yago Pimenta,47,F,SP,5650.37
4686,Leandro Cunha,48,M,TO,5346.41
4687,Mirella Pinto,68,F,MT,3193.58
4688,Pedro Henrique Vargas,51,M,GO,1587.08
4689,Samuel Melo,48,M,PB,2684.59
4690,Ryan Nogueira,48,F,AM,5623.4
4691,Danilo Aparecida,98,M,PE,5129.08
4692,João Vieira,71,F,PE,6799.18
4693,Kamilly Mendonça,40,F,RR,3592.12
4694,Antonella Pastor,43,M,RN,4538.95
4695,Heitor Costa,34,F,PR,4602.29
4696,Rhavi Souza,24,F,GO,9534.35
4697,Isis Guerra,28,M,PE,9359.54
4698,Srta. Anna Liz Monteiro,87,F,SP,6449.23
4699,Yan Nunes,87,M,RJ,5064.98
4700,Arthur Oliveira,64,M,RR,4334.2
4701,Josué Montenegro,42,M,RO,7600.94
4702,José Miguel Montenegro,28,F,TO,5915.71
4703,Maria Isis Cassiano,87,M,RR,9661.22
4704,Mariana Jesus,93,M,RJ,9869.02
4705,Eduardo da Conceição,80,M,DF,2934.57
4706,Breno Gonçalves,33,F,PB,6177.24
4707,Rodrigo Cavalcanti,46,F,AC,2130.45
4708,Daniel Ferreira,90,M,DF,7342.31
4709,Otávio Ramos,90,M,DF,5746.4
4710,Rael Siqueira,96,F,RN,9609.48
4711,Rhavi Abreu,81,M,SE,3747.57
4712,Pietro Sousa,41,M,RS,6853.37
4713,Maria Luísa da Cruz,23,F,SC,1373.68
4714,Davi Miguel Campos,40,F,MT,5728.29
4715,Cecília Castro,40,F,RS,6678.98
4716,Apollo Casa Grande,50,M,BA,5571.06
4717,Matteo Rios,60,F,TO,3562.11
4718,João Miguel Mendonça,94,F,AL,7037.76
4719,Sr. Rodrigo Leão,25,F,RN,1473.74
4720,Cecília Ramos,94,F,GO,4247.93
4721,Mathias Pires,27,M,RN,4840.85
4722,Ana Julia Campos,47,F,MA,4266.11
4723,Dra. Maysa Costa,77,M,CE,9418.56
4724,Augusto Viana,76,F,PA,4857.77
4725,Sophia Vieira,86,M,SC,8372.33
4726,Cecilia Vieira,95,F,RS,5417.75
4727,Paulo Garcia,81,F,AL,5204.84
4728,Leonardo Aparecida,70,M,PI,3046.53
4729,Luísa Dias,36,F,PI,1270.13
4730,Maria Júlia Ribeiro,70,M,AM,1358.16
4731,Eduarda Alves,50,F,AL,3401.57
4732,Srta. Ágatha Camargo,85,F,PB,2835.49
4733,Larissa Fernandes,57,F,GO,5807.67
4734,Luiz Otávio Marques,36,M,DF,2258.3
4735,Liam da Conceição,84,M,AC,2174.7
4736,Emilly da Rocha,57,F,RR,1947.97
4737,Maria Flor Duarte,99,F,AM,2566.47
4738,Cauê Nascimento,61,F,RO,3238.56
4739,Ana Sophia Vasconcelos,53,F,PR,9295.53
4740,Apollo Pastor,65,M,AC,7926.24
4741,Theo Moreira,61,M,RR,7651.13
4742,Pedro Miguel Silva,78,M,CE,4359.88
4743,Murilo Câmara,77,M,CE,5227.1
4744,Dr. Danilo Carvalho,71,F,SE,7362.44
4745,Ryan Caldeira,92,F,RS,9822.49
4746,Sra. Bianca das Neves,73,M,MT,8941.56
4747,Luiz Gustavo Silva,70,F,TO,6085.26
4748,Sofia Camargo,65,M,PE,4944.28
4749,Dr. Francisco Porto,94,M,MT,6305.94
4750,Gael Henrique da Paz,22,F,PR,1851.2
4751,Joana Correia,98,M,PE,6220.36
4752,João Vitor Nunes,76,F,RN,1349.77
4753,Ana Carolina Andrade,99,M,AM,4984.62
4754,Davi Lucas Silveira,39,M,GO,6599.91
4755,Luiza Freitas,37,F,PI,8766.64
4756,Dra. Carolina Aparecida,34,F,AM,8177.38
4757,Alícia Dias,42,M,CE,7999.02
4758,Marcelo da Costa,47,M,MS,6042.08
4759,Sr. Antônio Guerra,34,F,BA,6866.43
4760,Dr. João Felipe Montenegro,48,F,AL,1975.42
4761,Mathias Carvalho,49,M,MT,7230.28
4762,Agatha da Rosa,19,M,AC,7726.94
4763,Samuel Sousa,57,M,SC,1576.68
4764,Josué Souza,30,F,AL,3164.4
4765,Hellena Fernandes,92,M,PB,8946.36
4766,Brayan Aparecida,64,F,AC,1282.43
4767,Oliver Guerra,24,F,MA,6518.64
4768,Thales Garcia,57,F,RN,6761.92
4769,Breno Nascimento,43,F,TO,8049.62
4770,Juliana Vasconcelos,83,F,RS,7975.53
4771,Sr. Pedro Guerra,58,M,MT,9314.22
4772,Ana Sophia Jesus,24,F,DF,2721.63
4773,João Miguel Lopes,100,F,MG,7419.98
4774,Dr. Levi Silva,49,F,AP,8669.08
4775,Sra. Maria Luiza Cassiano,100,F,RJ,2285.21
4776,Dr. Bento Alves,90,F,PA,7575.71
4777,Stella Pacheco,50,M,BA,8726.94
4778,Sr. Mathias da Costa,78,F,MA,4884.84
4779,João Miguel Mendes,26,M,AP,4394.0
4780,Carlos Eduardo Machado,34,F,SE,8301.1
4781,Jade Fonseca,67,M,RR,2294.11
4782,Dra. Maria Eduarda Pacheco,87,M,PB,6298.56
4783,Allana das Neves,34,F,AM,4566.92
4784,Lorenzo Cassiano,53,F,PR,9340.26
4785,Dr. Pietro Freitas,91,F,PI,8249.15
4786,Vitor Hugo Campos,40,M,PE,6031.26
4787,Luiza Araújo,34,F,RO,6919.76
4788,Ana Carolina Barbosa,56,F,RN,1509.96
4789,Ana Julia Ramos,23,M,SE,1511.23
4790,Juan Jesus,85,M,MG,2179.6
4791,Lucca Mendonça,79,F,RJ,4958.37
4792,Mariah Gonçalves,72,M,TO,8388.62
4793,Alexandre Almeida,45,F,GO,6245.7
4794,Brayan Azevedo,93,M,PR,6850.06
4795,Breno Fonseca,56,F,RS,1504.02
4796,Josué Dias,93,F,TO,6615.51
4797,Catarina das Neves,61,F,RJ,1081.67
4798,Vitória Silveira,23,F,AC,6080.98
4799,Yago da Cunha,31,M,ES,2341.76
4800,Luiz Felipe Cirino,33,F,RS,1698.29
4801,Sophia Vasconcelos,45,F,GO,9469.49
4802,Sra. Milena Almeida,41,F,CE,2793.74
4803,Allana Araújo,37,M,DF,9781.34
4804,Hadassa Andrade,95,M,PB,7772.68
4805,Maria Flor Santos,86,F,TO,5906.2
4806,Léo Vargas,93,M,MG,7256.44
4807,Davi Lucas Câmara,24,M,AL,6842.52
4808,Ana Lívia Mendonça,25,F,RJ,8067.24
4809,Thales Dias,86,F,PE,3984.89
4810,Manuela Cavalcanti,66,F,GO,9737.69
4811,Cauê Fogaça,84,F,RO,3465.21
4812,Olivia Castro,81,M,AM,5617.28
4813,Caleb da Cruz,45,M,AL,1852.53
4814,Cauã Vasconcelos,57,M,RO,3662.12
4815,Caio Rodrigues,74,F,RS,4135.99
4816,Zoe Costela,18,M,RN,9499.21
4817,Eloá Santos,73,M,AP,3700.44
4818,Heitor Ferreira,51,M,AL,6592.04
4819,Enzo Gabriel Sales,99,M,PR,8108.59
4820,Ravi Lucca Nogueira,82,F,MS,2946.55
4821,Antonella Oliveira,36,M,MA,4261.26
4822,Vitor Hugo Santos,81,F,PR,2192.07
4823,Gustavo Monteiro,87,F,RJ,4098.15
4824,Nathan da Costa,29,M,SC,5998.86
4825,Emanuel Sales,64,M,PR,7923.66
4826,Murilo Costela,98,F,AM,5371.75
4827,Heloísa Fogaça,39,F,MG,4148.53
4828,Maria Helena da Rocha,69,M,MA,4356.91
4829,Srta. Ana Lívia Montenegro,100,F,PA,8045.25
4830,Davi da Mota,94,F,SE,1898.79
4831,Sr. Rafael Aparecida,34,M,RS,4852.11
4832,José Miguel Alves,34,F,MS,9423.23
4833,Dr. Bernardo Pinto,54,F,RS,3263.42
4834,Luiz Otávio Pires,25,M,RS,9557.05
4835,Pietro Caldeira,25,M,PE,6822.19
4836,Daniela Freitas,62,M,PR,5530.08
4837,Sra. Ana Liz Fonseca,65,M,GO,4254.05
4838,Yan Gonçalves,50,F,PR,5356.76
4839,Sr. Gael da Cruz,97,F,MT,5140.87
4840,Lavínia Nogueira,29,F,SC,7016.59
4841,Esther das Neves,90,M,MT,3224.02
4842,Laura Azevedo,25,M,MT,9472.95
4843,Gabriel Melo,37,M,MA,4333.98
4844,Guilherme Novaes,73,F,RR,9678.4
4845,Dr. Gabriel da Cunha,54,M,MG,3433.4
4846,Ana Beatriz Santos,81,M,CE,5046.87
4847,Ravi Lucca Viana,35,F,ES,3466.28
4848,Isaac Cardoso,74,M,CE,5760.29
4849,Eloá Mendonça,88,F,AP,4422.29
4850,Vitor Gabriel Cunha,75,M,PR,8918.73
4851,Yan Câmara,96,M,RJ,7466.59
4852,Ana Liz Borges,44,F,MT,3742.54
4853,André Novais,56,F,RN,2410.39
4854,Maria Clara Abreu,48,F,MS,5321.37
4855,Diogo da Cruz,61,F,MT,3214.72
4856,Manuela Vargas,25,F,RN,5297.68
4857,Henry Moraes,26,F,MG,7156.36
4858,Carolina Moraes,64,M,DF,2397.0
4859,Dr. Thales Almeida,35,M,AM,5497.23
4860,Ana Júlia Araújo,33,F,TO,7800.03
4861,Olivia Vasconcelos,51,M,SE,2168.36
4862,José Pedro da Rosa,57,F,AC,4198.16
4863,Sophia Moura,85,F,AL,2482.35
4864,Maria Julia Leão,50,M,AL,4744.93
4865,Manuella Moreira,72,F,SP,8575.28
4866,Carlos Eduardo das Neves,100,M,MG,2058.06
4867,Luiza Sá,24,F,PE,2732.73
4868,Brenda Moraes,19,F,AC,7896.64
4869,Ravi Viana,86,F,GO,7909.64
4870,Amanda Sá,52,F,RR,7288.07
4871,Dr. Levi da Mata,38,F,PE,5299.16
4872,Anthony Pereira,84,M,TO,4724.85
4873,Srta. Bárbara Farias,25,M,BA,1965.53
4874,Laís Sales,32,M,AL,1942.57
4875,Yan Castro,93,F,RO,4869.6
4876,Srta. Ana Caldeira,59,F,MS,2091.9
4877,Lucas Gabriel Gomes,34,M,DF,9266.63
4878,Gael da Rosa,80,F,PI,1214.72
4879,Anna Liz Barros,99,F,AM,3838.1
4880,Matteo Barros,44,M,PR,9987.98
4881,Liam Guerra,23,F,RN,7482.95
4882,Dr. Yuri Cavalcanti,23,F,PI,6242.95
4883,Clara Souza,45,M,RO,1493.0
4884,Renan Andrade,75,F,PE,1265.84
4885,Luana Fernandes,24,M,RO,7764.8
4886,Mathias da Costa,83,M,AM,1675.32
4887,Vinicius Peixoto,70,M,BA,3121.05
4888,Rebeca Jesus,81,F,SC,3480.07
4889,Pietra da Conceição,33,F,PR,1620.07
4890,Maria Cecília Novais,46,M,SE,9829.25
4891,Bruna da Mota,61,M,PA,4508.74
4892,Isaque das Neves,88,F,PA,1987.82
4893,Dom da Rocha,33,F,PI,7722.22
4894,Júlia das Neves,90,M,BA,2000.11
4895,Paulo Pinto,53,M,MS,7237.94
4896,Théo Lopes,99,F,RJ,2285.4
4897,Raul Farias,64,F,SP,7350.1
4898,Sr. Guilherme Vieira,47,M,PA,4388.3
4899,João Felipe Teixeira,21,M,SE,1808.47
4900,Dr. Gustavo Henrique Pimenta,19,M,BA,5455.39
4901,Jade da Mota,93,F,RN,1759.23
4902,Breno da Rosa,73,M,RS,9651.47
4903,Fernanda Barbosa,73,F,PR,9352.22
4904,Oliver Ramos,92,M,MG,2714.26
4905,Emanuelly Correia,85,M,MT,9596.2
4906,Hadassa Oliveira,22,F,SP,8047.36
4907,Lucca Monteiro,56,F,RN,9840.01
4908,Bento Moura,67,M,PA,2543.11
4909,Vicente Fernandes,18,M,DF,1614.16
4910,João Pinto,36,F,SP,6961.89
4911,Brayan Moreira,20,F,RJ,5376.9
4912,Asafe Cirino,96,M,AM,3896.0
4913,Luísa Gomes,39,M,PR,5880.32
4914,Dra. Gabriela Leão,64,M,DF,1279.22
4915,Ana Clara Farias,38,F,MA,9563.73
4916,Vicente da Rosa,99,M,PR,7133.59
4917,Daniela Sousa,97,M,PR,6686.73
4918,Sr. Heitor Novaes,20,M,PA,6386.7
4919,Luiz Gustavo Brito,43,F,GO,2385.14
4920,Luiz Henrique Jesus,70,F,BA,7891.36
4921,Dra. Ana Júlia Carvalho,22,M,SP,5943.2
4922,Davi Miguel da Conceição,74,F,MT,9402.67
4923,Agatha Rezende,83,F,ES,4311.66
4924,José Ramos,58,M,RS,7154.49
4925,Alexia Nascimento,64,F,RN,2252.71
4926,Emanuelly Vargas,21,M,GO,5210.52
4927,Lara da Rosa,65,F,RO,7327.29
4928,Cauã Novais,38,M,RO,6939.03
4929,Isadora Moura,75,M,MT,1523.35
4930,Joaquim Sales,79,F,PI,7537.62
4931,Sr. Nicolas Aparecida,47,F,GO,7338.96
4932,Ana Vitória Oliveira,65,F,SP,6566.78
4933,Bernardo Melo,69,M,MS,1038.38
4934,Thomas Nogueira,93,M,DF,5128.32
4935,Ana Luiza Camargo,51,M,PE,5059.12
4936,Felipe Carvalho,29,F,AC,3466.75
4937,Alícia Rodrigues,34,M,PI,2806.15
4938,Danilo da Rosa,48,M,DF,4009.37
4939,Dra. Maria Helena Farias,55,F,TO,7861.84
4940,Benício Lopes,39,M,TO,9480.79
4941,Caio Aragão,80,F,RO,9108.25
4942,Lavínia Vieira,94,M,SE,5734.36
4943,João Vitor Correia,89,F,SE,6668.81
4944,Marina Pastor,33,M,SC,4804.05
4945,Enrico Carvalho,49,M,AL,9576.05
4946,Valentina Vasconcelos,54,F,RR,9053.63
4947,Srta. Melina Cunha,40,M,MG,6366.6
4948,Eloah Pereira,23,F,RJ,9400.64
4949,Ana Júlia Machado,90,M,AM,8105.72
4950,Gabriela Duarte,38,F,RN,1176.89
4951,Benjamim Leão,46,M,RN,7510.74
4952,Alana Vargas,30,M,RS,9653.92
4953,Sofia da Cunha,49,F,TO,8237.62
4954,Milena Alves,48,M,SP,5386.24
4955,Ana Beatriz Pinto,20,F,SP,2527.3
4956,Maria Eduarda Porto,47,F,RO,8970.83
4957,Diego da Paz,92,F,PI,9979.74
4958,Miguel Silveira,40,F,SP,5124.92
4959,Mariana Borges,100,M,TO,9394.95
4960,Eduardo Mendonça,56,M,RJ,7279.91
4961,Lívia Moura,38,M,PB,5959.46
4962,Davi Luiz Costa,57,M,BA,2764.5
4963,Francisco Cardoso,60,M,RO,8399.91
4964,Vinicius Leão,87,M,AC,3511.45
4965,Vinicius Siqueira,22,M,SE,3903.12
4966,Dra. Ana Vitória Vieira,30,M,RN,9766.25
4967,Sra. Luara Garcia,82,F,SC,8687.79
4968,Maria Helena da Conceição,85,M,AC,1262.43
4969,Diogo Costa,79,M,TO,2360.93
4970,Lívia Novaes,95,M,RO,6801.83
4971,Josué Monteiro,48,F,SP,1013.69
4972,Ana Luiza Ramos,81,M,RN,9002.15
4973,Marcos Vinicius Moura,32,M,RS,6143.6
4974,Ryan da Cunha,26,F,SC,8538.98
4975,Luara Dias,67,F,PA,3561.3
4976,Larissa da Mata,39,M,BA,4909.04
4977,Isabela Santos,77,M,GO,5320.42
4978,Maria Vitória Alves,86,F,RS,7830.55
4979,Raul Ribeiro,93,F,RJ,9106.23
4980,Bárbara Monteiro,91,M,ES,6938.3
4981,Ana Clara Costa,56,F,CE,3294.08
4982,Paulo Farias,81,F,MS,4610.07
4983,Ana Vitória Castro,71,M,RO,7856.74
4984,Arthur Gabriel Campos,48,F,SP,5871.59
4985,Josué Teixeira,57,F,AP,8156.36
4986,Maria Alice Casa Grande,100,F,MA,4151.11
4987,Levi Montenegro,95,M,RR,3918.53
4988,André Silva,89,F,CE,2271.16
4989,Yasmin da Rocha,85,F,SE,9431.95
4990,Hellena Macedo,63,F,AP,4121.61
4991,Vinícius Cirino,38,F,MG,3483.43
4992,Maya Nogueira,57,F,PB,5827.81
4993,Sr. João Vitor Carvalho,63,M,PR,8837.95
4994,Ana Cecília Lopes,52,M,MG,9806.64
4995,Vinicius Oliveira,26,M,RN,6520.43
4996,Ana Beatriz Alves,44,F,PB,1102.86
4997,Ana Clara das Neves,70,M,ES,8564.93
4998,Rebeca Moura,32,F,MT,3198.54
4999,Ágatha Camargo,74,F,PA,8698.97
5000,Ana Laura Nunes,73,M,PI,8419.23
5001,Eloah Lopes,51,M,AL,2653.88
5002,Maria Alice Mendonça,43,F,MG,4889.53
5003,Mirella Leão,100,M,CE,1679.56
5004,Maria Laura Sá,78,M,RN,6729.38
5005,Sra. Melissa Montenegro,57,M,RN,4347.51
5006,Eduarda Campos,20,F,SC,8246.12
5007,Ana Julia Santos,83,F,PB,5978.86
5008,Luísa Cardoso,80,M,AL,1940.07
5009,Pedro Cardoso,50,F,RN,6169.22
5010,Cecília Garcia,73,F,MG,1628.89
5011,Maria Clara Gonçalves,43,F,MT,6944.83
5012,Maria Clara da Luz,75,M,MS,9106.13
5013,Pedro Miguel Castro,85,F,BA,6512.2
5014,Sr. Otto Fonseca,39,F,PE,2254.54
5015,Liam Novaes,66,F,AM,1811.03
5016,Eloá Castro,28,M,MT,2871.47
5017,Mirella da Mota,47,M,SE,9062.63
5018,Luiz Gustavo Farias,23,M,RJ,9594.36
5019,Srta. Maria Liz Cirino,23,F,AM,9995.81
5020,Srta. Ana Beatriz da Mata,47,M,BA,5171.12
5021,Maria Vitória Barbosa,33,F,PA,1937.27
5022,Bárbara Barros,19,F,SC,3807.91
5023,Gabrielly Oliveira,42,F,ES,2663.84
5024,João Felipe Barros,90,F,GO,6763.08
5025,Ana Correia,70,F,SE,5260.22
5026,Luna Siqueira,18,M,GO,7595.72
5027,Ester da Cunha,90,F,MA,3369.56
5028,Stephany Vasconcelos,35,F,RO,4612.93
5029,Sra. Julia Pereira,80,M,ES,5401.62
5030,Nicolas Montenegro,18,F,MT,6804.93
5031,Maria Liz Machado,68,F,RO,7687.67
5032,Maria Isis Lima,19,F,GO,8657.05
5033,Luigi Fogaça,46,M,MT,5419.59
5034,Vinicius Pastor,24,M,DF,2094.14
5035,Ana Pires,47,M,AC,6321.31
5036,Srta. Ana Júlia Fernandes,91,F,RS,4896.63
5037,Rafael Gonçalves,28,M,MT,7710.22
5038,Sra. Yasmin Campos,88,F,RN,5721.25
5039,Danilo Monteiro,38,F,SE,1630.29
5040,Ayla Fernandes,85,F,MS,9222.02
5041,Alana Silveira,20,M,AM,3898.9
5042,Samuel Rodrigues,79,M,PB,8359.4
5043,Juan Porto,33,F,RS,6179.3
5044,Srta. Ana Clara Cavalcanti,80,M,SE,3437.65
5045,Isadora Costa,30,M,SP,5041.87
5046,Joana Martins,73,F,AM,7089.88
5047,Ryan Casa Grande,77,M,RS,2403.27
5048,Carlos Eduardo Rios,25,F,MG,9487.13
5049,Eloah da Mota,81,M,RO,5659.02
5050,Marcos Vinicius Gomes,77,M,AM,4813.21
5051,Aurora Borges,87,M,DF,7520.41
5052,Srta. Maria Clara Mendes,67,M,PB,2615.27
5053,Sarah Novais,71,M,SP,4622.54
5054,Daniela Gomes,99,F,ES,4295.16
5055,Thiago Sá,93,F,AL,2076.42
5056,Gabrielly Costa,34,F,RJ,8103.47
5057,Diego Sousa,37,M,CE,1963.0
5058,Miguel Rocha,47,M,SE,7056.31
5059,João Guilherme Aragão,58,F,AM,7736.24
5060,Kamilly Pimenta,21,F,AC,6128.61
5061,Sr. Rafael Brito,94,M,RJ,6488.26
5062,Ravi Lucca Moraes,32,M,RN,5306.13
5063,Gael Henrique Ferreira,42,F,SE,2432.2
5064,Dr. Luan Alves,83,M,AC,3720.96
5065,Srta. Catarina da Luz,31,M,DF,9577.05
5066,Manuella Silveira,24,M,GO,9365.09
5067,Benicio Sales,74,M,MA,3667.22
5068,Anthony Gabriel Pires,57,F,RR,6515.26
5069,Fernanda Marques,62,M,PB,8129.5
5070,Elisa Pereira,55,M,PB,6254.72
5071,Dra. Sabrina das Neves,71,M,ES,5857.83
5072,Davi Miguel Borges,75,M,CE,5410.79
5073,Alana da Cunha,61,M,MS,6869.68
5074,Clarice Sampaio,67,F,PR,5260.38
5075,Ana Laura Gomes,96,F,ES,1410.65
5076,Antônio Cunha,53,F,MT,7508.77
5077,Noah Novaes,99,M,ES,3972.47
5078,Benjamin Viana,75,F,RO,7495.38
5079,Kevin Borges,99,F,PA,7366.57
5080,Matteo Alves,96,M,TO,2320.31
5081,Brayan Gomes,40,M,PE,6776.98
5082,Henry Monteiro,49,M,TO,4759.61
5083,Bryan Peixoto,18,F,MG,9255.21
5084,Yasmin Duarte,65,M,AM,9543.14
5085,Sr. Francisco Garcia,82,F,AP,4055.84
5086,Gael Fonseca,30,F,SE,7386.09
5087,Gabriel Pastor,46,F,DF,9169.05
5088,Gustavo Henrique Pastor,49,F,AP,3514.8
5089,Emilly Nascimento,34,F,AC,2130.17
5090,Alana Vieira,60,F,AL,2158.56
5091,Emanuelly Ferreira,32,M,AL,4120.29
5092,Maysa Fogaça,42,F,RO,4843.85
5093,Luiz Miguel Fonseca,34,M,ES,1162.41
5094,Ana Sophia Martins,99,F,PB,2960.04
5095,Ágatha Souza,20,F,PB,5003.84
5096,Bruna Machado,51,M,MS,2737.09
5097,Stephany Gonçalves,28,F,MS,9983.29
5098,Letícia Lima,40,F,PI,3294.86
5099,João Lucas Costela,68,M,RJ,3077.56
5100,Thomas Aragão,27,F,RJ,8859.74
5101,Maria Liz Marques,24,M,TO,9462.32
5102,Caleb Cardoso,44,F,CE,8283.76
5103,Giovanna Pereira,23,M,BA,6765.46
5104,Hadassa Duarte,85,M,SE,7573.9
5105,Srta. Olívia Pastor,39,M,RS,5140.19
5106,Srta. Bella Mendes,82,M,RS,5844.84
5107,Erick Moura,72,F,AM,3407.92
5108,Srta. Eloá Pastor,22,M,AP,4264.13
5109,Dante Garcia,56,F,AC,8467.9
5110,Luigi Araújo,29,F,PI,9689.58
5111,Diego Andrade,57,F,CE,8269.1
5112,Dra. Júlia Mendonça,35,M,MG,3144.4
5113,Isabella Vieira,47,M,AM,2010.94
5114,Antônio Machado,52,F,AL,3251.52
5115,Heloísa Pastor,61,M,RO,2444.09
5116,Isabel Machado,74,F,MA,6470.2
5117,Maria Cecília Moura,27,F,PR,2232.93
5118,Eloah Cirino,48,M,MT,8592.11
5119,Eloá Nogueira,91,M,RJ,6659.66
5120,Melissa da Cruz,75,F,RR,4199.27
5121,Ana Lívia Correia,20,M,AM,1039.44
5122,Alexandre Leão,39,F,AP,3853.99
5123,Augusto Leão,64,M,GO,8845.11
5124,Murilo Ribeiro,58,F,MS,8597.15
5125,Aylla Sampaio,67,F,SE,3220.85
5126,Julia da Rosa,76,F,PE,6117.67
5127,Pietra Souza,100,M,GO,1561.38
5128,Ayla Pereira,94,F,PA,7350.49
5129,Srta. Manuela Gonçalves,96,F,RJ,9354.84
5130,Ryan Ferreira,38,F,AP,9119.92
5131,Bella Rios,23,M,MA,5668.3
5132,Cauã Moreira,71,M,SE,2057.83
5133,Júlia Porto,90,M,AL,7763.01
5134,Eloá Casa Grande,28,M,RS,1305.97
5135,Srta. Julia Azevedo,38,M,PA,9750.04
5136,Levi Borges,84,F,AC,8506.75
5137,Lívia Vieira,30,F,PA,7477.35
5138,Eloá Garcia,49,F,PI,4694.34
5139,Anthony Gabriel Camargo,24,F,SE,6717.39
5140,Sra. Ana Clara Gonçalves,42,F,SC,6724.24
5141,Sr. Mateus Costela,71,M,SP,1791.95
5142,Ayla Nunes,37,F,BA,9186.05
5143,Benicio Lopes,87,M,PA,5750.49
5144,Bernardo da Cruz,75,M,PB,2480.25
5145,Pedro Miguel Cirino,35,F,AP,4912.78
5146,Dr. Lucca Costa,33,F,RS,5786.23
5147,Vicente Dias,32,F,SP,1455.01
5148,Yan Fernandes,50,M,CE,7871.47
5149,Asafe Fernandes,70,M,PE,2121.25
5150,Luna Cardoso,94,M,AL,9566.85
5151,Diego Machado,45,M,AC,4938.28
5152,Bento Porto,82,M,MA,1106.24
5153,Isabela Caldeira,99,M,PI,6506.47
5154,Clarice Camargo,21,F,RO,5870.38
5155,Liam Vasconcelos,72,M,RS,8243.23
5156,Rafael Viana,83,F,SP,7868.06
5157,Ana Liz Santos,69,F,GO,8624.33
5158,Vitor Hugo Mendonça,26,M,BA,2452.1
5159,Brayan Farias,36,F,TO,9665.37
5160,Zoe Vieira,91,M,SP,3584.44
5161,Enrico Santos,56,F,BA,8570.84
5162,Brayan Santos,91,M,RO,2890.01
5163,Dra. Sophia Pacheco,47,M,MA,9360.98
5164,Sophie Vargas,67,M,RR,1726.34
5165,Vinícius Barbosa,53,F,MG,3853.18
5166,Henry Gabriel Almeida,94,M,MA,7902.26
5167,Dr. Noah Viana,88,M,CE,5396.65
5168,Vinícius Pires,43,M,PB,3180.57
5169,Maya Pimenta,50,F,PB,3230.75
5170,Davi Luiz Leão,57,M,RS,5364.76
5171,Rafael Garcia,91,M,AL,6829.85
5172,Carlos Eduardo Fogaça,92,M,MG,7518.61
5173,Mariana Sousa,90,M,MS,1911.33
5174,Sra. Sophia Gomes,46,F,RR,6666.9
5175,Maysa Oliveira,63,M,RJ,1782.64
5176,Guilherme Almeida,73,F,PI,8596.82
5177,Nicole da Mota,43,F,RS,9424.41
5178,Diego Rocha,37,F,MA,9313.86
5179,Lara da Cunha,33,F,GO,1633.18
5180,Juan Gomes,99,M,PA,8523.38
5181,João Gabriel Rocha,86,M,PE,1695.73
5182,Maria Luísa Cunha,51,M,MS,2193.2
5183,Maria Liz Abreu,40,M,RS,2970.55
5184,Benicio Rocha,87,M,RR,7172.6
5185,Ravi Lucca Moura,62,F,SP,4349.25
5186,Dra. Ana Liz Novais,72,F,MT,6897.5
5187,Samuel Brito,87,F,MG,7404.26
5188,Liz Cavalcanti,30,M,PE,4451.23
5189,Ravy Sá,45,F,SE,2095.26
5190,Sr. Antony Campos,60,M,RS,1409.71
5191,Srta. Bianca Cavalcanti,46,F,ES,9245.81
5192,Gabrielly Fonseca,99,M,MS,6383.49
5193,Vitória da Cruz,47,F,MT,8403.48
5194,Sr. Luiz Fernando Rios,73,M,AP,4849.99
5195,Otto das Neves,23,M,RO,9000.2
5196,Brenda Farias,72,F,PE,6338.1
5197,Davi Miguel Almeida,72,M,MT,6138.95
5198,Isaac Peixoto,69,M,RJ,7197.77
5199,Leandro Guerra,59,F,AL,8749.2
5200,Thomas Vieira,55,F,PA,8438.87
